"sample_reason","scenario_set_name","scenario_name","population_id","application_seq","application_id","applicant_id","application_date","product_type","score_band","credit_score","annual_income","debt_to_income_ratio","utilization_rate","tradeline_count","months_since_oldest_trade","recent_inquiry_count","delinquency_count_12m","major_derogatory_flag","bankruptcy_flag","requested_amount","apr_proxy","loan_term_months","monthly_payment_proxy","payment_to_income_ratio","amount_to_income_ratio","estimated_pd","estimated_lgd","expected_loss_amount"
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,3665,APP-00003665,CUST-00003665,2025-10-27,MORTGAGE,SUPER_PRIME,833,124966.68,0.2495,0.2172,7,93,3,0,false,false,499362.06,0.068423,360,3269.55,0.313960,3.995962,0.017257,0.200000,1723.50
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,5843,APP-00005843,CUST-00005843,2025-07-21,MORTGAGE,SUPER_PRIME,819,159834.40,0.3137,0.3094,11,100,3,0,false,false,345110.04,0.062645,360,2128.16,0.159777,2.159172,0.016709,0.200000,1153.29
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,9467,APP-00009467,CUST-00009467,2025-07-19,MORTGAGE,SUPER_PRIME,763,119322.04,0.3505,0.0989,7,146,2,0,false,false,493250.43,0.067237,360,3190.59,0.320872,4.133775,0.018119,0.200000,1787.44
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,10554,APP-00010554,CUST-00010554,2025-04-16,MORTGAGE,SUPER_PRIME,840,95645.78,0.2123,0.3052,15,269,0,0,false,false,227928.94,0.063210,360,1413.94,0.177397,2.383053,0.015471,0.200000,705.26
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,15186,APP-00015186,CUST-00015186,2025-12-12,MORTGAGE,SUPER_PRIME,847,184033.65,0.3433,0.2328,11,138,2,0,false,false,411210.89,0.067279,240,3121.30,0.203526,2.234433,0.016929,0.200000,1392.28
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,18833,APP-00018833,CUST-00018833,2025-01-20,MORTGAGE,SUPER_PRIME,798,128653.43,0.3731,0.2337,16,276,3,0,false,false,537904.42,0.073035,240,4268.92,0.398179,4.181034,0.019730,0.200000,2122.57
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,19288,APP-00019288,CUST-00019288,2025-02-28,MORTGAGE,SUPER_PRIME,806,78140.72,0.3650,0.1461,12,186,1,0,false,false,310171.22,0.063043,240,2276.96,0.349671,3.969393,0.018708,0.200000,1160.54
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,21024,APP-00021024,CUST-00021024,2025-08-09,MORTGAGE,SUPER_PRIME,796,213302.17,0.3790,0.1921,15,84,0,0,false,false,912256.05,0.071999,240,7182.59,0.404080,4.276825,0.018279,0.200000,3335.03
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,21690,APP-00021690,CUST-00021690,2025-02-05,MORTGAGE,SUPER_PRIME,762,216266.47,0.2588,0.1841,10,78,3,0,false,false,630044.42,0.061861,240,4581.74,0.254227,2.913278,0.017473,0.200000,2201.75
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,25008,APP-00025008,CUST-00025008,2025-06-11,MORTGAGE,SUPER_PRIME,848,219143.80,0.3992,0.2877,8,255,0,0,false,false,792919.94,0.073510,360,5463.54,0.299176,3.618263,0.018035,0.200000,2860.06
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,25788,APP-00025788,CUST-00025788,2025-05-02,MORTGAGE,SUPER_PRIME,770,229829.39,0.3775,0.2904,10,175,1,0,false,false,997143.10,0.069802,360,6620.76,0.345687,4.338623,0.017858,0.200000,3561.40
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,29221,APP-00029221,CUST-00029221,2025-08-22,MORTGAGE,SUPER_PRIME,763,229628.57,0.3506,0.0589,7,252,2,0,false,false,317934.40,0.055647,180,2608.72,0.136327,1.384559,0.013706,0.200000,871.52
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,31607,APP-00031607,CUST-00031607,2025-07-31,MORTGAGE,SUPER_PRIME,776,179852.32,0.2255,0.3035,7,117,0,1,false,false,750594.23,0.068152,180,6669.24,0.444981,4.173392,0.022523,0.200000,3381.13
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,33529,APP-00033529,CUST-00033529,2025-04-23,MORTGAGE,SUPER_PRIME,825,234308.78,0.1883,0.2605,17,230,0,0,false,false,553048.58,0.067133,180,4882.73,0.250066,2.360341,0.015477,0.200000,1711.91
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,35901,APP-00035901,CUST-00035901,2025-07-20,MORTGAGE,SUPER_PRIME,808,185410.61,0.2309,0.0975,17,274,0,0,false,false,370507.98,0.062284,180,3172.46,0.205325,1.998311,0.016296,0.200000,1207.56
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,39677,APP-00039677,CUST-00039677,2025-10-15,MORTGAGE,SUPER_PRIME,823,180360.67,0.3949,0.1206,13,116,2,0,false,false,228866.58,0.060902,180,1942.48,0.129240,1.268938,0.015280,0.200000,699.42
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,43026,APP-00043026,CUST-00043026,2025-10-09,MORTGAGE,SUPER_PRIME,831,225244.99,0.3213,0.2771,15,167,0,0,false,false,518036.67,0.067083,240,3926.13,0.209166,2.299881,0.016924,0.200000,1753.45
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,46945,APP-00046945,CUST-00046945,2025-02-11,MORTGAGE,SUPER_PRIME,797,204445.67,0.3815,0.1249,11,82,2,0,false,false,748655.30,0.067369,360,4849.25,0.284628,3.661879,0.019452,0.200000,2912.57
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,49036,APP-00049036,CUST-00049036,2025-03-27,MORTGAGE,SUPER_PRIME,824,171231.39,0.1961,0.2551,6,190,0,0,false,false,760414.43,0.075518,360,5343.93,0.374506,4.440859,0.015661,0.200000,2381.77
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,49786,APP-00049786,CUST-00049786,2025-07-06,MORTGAGE,SUPER_PRIME,813,115313.88,0.3347,0.2940,14,253,3,0,false,false,474442.61,0.070835,360,3183.13,0.331249,4.114358,0.017012,0.200000,1614.24
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,5392,APP-00005392,CUST-00005392,2025-04-23,REVOLVING_LINE,DEEP_SUBPRIME,500,99672.05,0.6688,0.4743,7,45,1,2,false,false,10719.01,0.297066,,347.06,0.041784,0.107543,0.446222,0.850000,4065.60
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,6345,APP-00006345,CUST-00006345,2025-03-19,REVOLVING_LINE,DEEP_SUBPRIME,537,60466.69,0.4895,0.7273,4,76,6,2,false,false,24364.65,0.328920,,821.21,0.162974,0.402943,0.450000,0.850000,9319.48
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,8327,APP-00008327,CUST-00008327,2025-02-02,REVOLVING_LINE,DEEP_SUBPRIME,504,101691.98,0.5148,0.4562,2,69,2,2,false,false,11919.05,0.299101,,386.92,0.045658,0.117207,0.442644,0.850000,4484.51
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,8565,APP-00008565,CUST-00008565,2025-05-14,REVOLVING_LINE,DEEP_SUBPRIME,532,26349.10,0.4641,0.6010,8,18,0,4,false,false,19251.06,0.324602,,645.39,0.293926,0.730615,0.450000,0.850000,7363.53
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,9745,APP-00009745,CUST-00009745,2025-04-06,REVOLVING_LINE,DEEP_SUBPRIME,512,100047.82,0.5179,0.5288,8,19,6,6,false,false,4995.54,0.300554,,162.47,0.019487,0.049932,0.450000,0.850000,1910.79
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,10285,APP-00010285,CUST-00010285,2025-01-17,REVOLVING_LINE,DEEP_SUBPRIME,547,60334.62,0.4933,0.5980,5,34,3,4,false,false,19701.04,0.332282,,666.78,0.132616,0.326530,0.450000,0.850000,7535.65
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,14411,APP-00014411,CUST-00014411,2025-04-13,REVOLVING_LINE,DEEP_SUBPRIME,565,51682.73,0.4298,0.8000,7,10,2,4,false,false,7931.51,0.336647,,269.89,0.062665,0.153465,0.450000,0.850000,3033.80
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,16769,APP-00016769,CUST-00016769,2025-06-03,REVOLVING_LINE,DEEP_SUBPRIME,570,65693.38,0.6228,0.7396,8,39,5,2,false,false,18242.16,0.347602,,629.05,0.114907,0.277686,0.450000,0.850000,6977.63
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,21035,APP-00021035,CUST-00021035,2025-08-13,REVOLVING_LINE,DEEP_SUBPRIME,506,55137.42,0.4238,0.6315,12,104,5,3,false,false,18892.45,0.306376,,619.02,0.134722,0.342643,0.450000,0.850000,7226.36
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,25509,APP-00025509,CUST-00025509,2025-10-22,REVOLVING_LINE,DEEP_SUBPRIME,504,36519.42,0.5485,0.7682,1,78,0,3,false,false,19238.84,0.307541,,631.31,0.207444,0.526811,0.450000,0.850000,7358.86
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,30541,APP-00030541,CUST-00030541,2025-10-15,REVOLVING_LINE,DEEP_SUBPRIME,544,33026.19,0.5962,0.6866,2,87,2,6,false,false,19991.35,0.333616,,677.72,0.246248,0.605318,0.450000,0.850000,7646.69
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,32255,APP-00032255,CUST-00032255,2025-02-08,REVOLVING_LINE,DEEP_SUBPRIME,523,57120.19,0.4021,0.8350,7,23,2,1,false,false,22107.31,0.320408,,737.29,0.154892,0.387031,0.450000,0.850000,8456.05
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,38356,APP-00038356,CUST-00038356,2025-07-21,REVOLVING_LINE,DEEP_SUBPRIME,543,55831.44,0.4332,0.8192,5,7,2,3,false,false,18638.36,0.329295,,628.50,0.135085,0.333833,0.450000,0.850000,7129.17
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,39432,APP-00039432,CUST-00039432,2025-07-09,REVOLVING_LINE,DEEP_SUBPRIME,523,42609.45,0.5145,0.5200,8,68,2,2,false,false,16188.16,0.316860,,537.49,0.151372,0.379919,0.450000,0.850000,6191.97
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,43671,APP-00043671,CUST-00043671,2025-03-13,REVOLVING_LINE,DEEP_SUBPRIME,553,27752.39,0.6455,0.6975,6,99,3,6,false,false,8934.24,0.330210,,301.61,0.130415,0.321927,0.450000,0.850000,3417.35
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,43720,APP-00043720,CUST-00043720,2025-12-06,REVOLVING_LINE,DEEP_SUBPRIME,554,23294.64,0.4187,0.4483,5,24,1,1,false,false,2159.04,0.325154,,72.43,0.037312,0.092684,0.365819,0.850000,671.35
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,44829,APP-00044829,CUST-00044829,2025-08-26,REVOLVING_LINE,DEEP_SUBPRIME,538,61640.70,0.4108,0.5496,3,83,6,6,false,false,25922.23,0.331165,,876.13,0.170562,0.420538,0.450000,0.850000,9915.25
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,44959,APP-00044959,CUST-00044959,2025-09-20,REVOLVING_LINE,DEEP_SUBPRIME,542,104450.79,0.6282,0.6749,5,81,6,2,false,false,30000.00,0.334984,,1018.73,0.117038,0.287217,0.450000,0.850000,11475.00
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,49646,APP-00049646,CUST-00049646,2025-03-04,REVOLVING_LINE,DEEP_SUBPRIME,554,76417.48,0.5496,0.4781,5,67,4,3,false,false,27344.49,0.343231,,937.95,0.147288,0.357830,0.450000,0.850000,10459.27
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,49733,APP-00049733,CUST-00049733,2025-02-14,REVOLVING_LINE,DEEP_SUBPRIME,518,55551.73,0.4716,0.8071,7,94,6,6,false,false,22779.56,0.318401,,757.80,0.163696,0.410060,0.450000,0.850000,8713.18
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,5173,APP-00005173,CUST-00005173,2025-04-23,REVOLVING_LINE,NEAR_PRIME,648,174259.29,0.4295,0.5009,8,191,1,0,false,false,30000.00,0.239846,,899.81,0.061964,0.172157,0.093690,0.850000,2389.10
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,5644,APP-00005644,CUST-00005644,2025-07-02,REVOLVING_LINE,NEAR_PRIME,651,158226.42,0.4389,0.3741,7,165,0,1,false,false,30000.00,0.243725,,904.66,0.068610,0.189602,0.102585,0.850000,2615.92
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,6211,APP-00006211,CUST-00006211,2025-08-18,REVOLVING_LINE,NEAR_PRIME,652,43190.87,0.3456,0.4731,9,26,3,0,true,true,14146.80,0.236072,,422.09,0.117272,0.327541,0.280076,0.850000,3367.85
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,6673,APP-00006673,CUST-00006673,2025-02-09,REVOLVING_LINE,NEAR_PRIME,657,162793.46,0.4136,0.3601,10,74,3,0,false,false,24464.26,0.242143,,736.11,0.054261,0.150278,0.086344,0.850000,1795.49
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,7654,APP-00007654,CUST-00007654,2025-11-16,REVOLVING_LINE,NEAR_PRIME,641,116249.53,0.4811,0.2670,16,202,3,0,false,false,15847.83,0.229862,,468.74,0.048386,0.136326,0.087128,0.850000,1173.67
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,8354,APP-00008354,CUST-00008354,2025-06-13,REVOLVING_LINE,NEAR_PRIME,648,136444.35,0.3540,0.5797,11,46,0,0,false,false,7267.17,0.227850,,214.34,0.018851,0.053261,0.089554,0.850000,553.18
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,18351,APP-00018351,CUST-00018351,2025-03-16,REVOLVING_LINE,NEAR_PRIME,698,130567.45,0.4908,0.4841,7,192,2,2,false,false,29095.13,0.264960,,903.11,0.083002,0.222836,0.150792,0.850000,3729.22
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,18595,APP-00018595,CUST-00018595,2025-03-12,REVOLVING_LINE,NEAR_PRIME,650,167919.29,0.3389,0.3769,5,120,4,1,false,false,10856.94,0.229715,,321.06,0.022944,0.064656,0.101449,0.850000,936.21
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,20325,APP-00020325,CUST-00020325,2025-03-04,REVOLVING_LINE,NEAR_PRIME,645,123575.89,0.5106,0.4300,8,56,3,2,false,false,1950.34,0.223197,,57.14,0.005549,0.015783,0.145544,0.850000,241.28
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,20422,APP-00020422,CUST-00020422,2025-01-30,REVOLVING_LINE,NEAR_PRIME,658,73170.09,0.4337,0.3419,4,97,3,0,false,false,13510.28,0.237756,,404.05,0.066265,0.184642,0.089306,0.850000,1025.57
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,22016,APP-00022016,CUST-00022016,2025-02-17,REVOLVING_LINE,NEAR_PRIME,646,114230.12,0.4057,0.3247,11,69,0,3,false,false,1277.19,0.223128,,37.42,0.003931,0.011181,0.141262,0.850000,153.36
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,25140,APP-00025140,CUST-00025140,2025-07-13,REVOLVING_LINE,NEAR_PRIME,648,132014.16,0.3658,0.4463,11,132,2,1,false,false,8643.11,0.228495,,255.15,0.023193,0.065471,0.099451,0.850000,730.63
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,26881,APP-00026881,CUST-00026881,2025-03-06,REVOLVING_LINE,NEAR_PRIME,698,84930.17,0.2897,0.5529,11,83,4,2,false,false,6762.10,0.253041,,206.54,0.029183,0.079620,0.133747,0.850000,768.75
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,28752,APP-00028752,CUST-00028752,2025-06-16,REVOLVING_LINE,NEAR_PRIME,654,130460.32,0.4516,0.4205,8,140,1,0,false,false,26840.44,0.243230,,808.83,0.074398,0.205736,0.091960,0.850000,2098.01
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,29011,APP-00029011,CUST-00029011,2025-11-01,REVOLVING_LINE,NEAR_PRIME,670,172683.09,0.4363,0.3827,9,29,4,2,false,false,14992.85,0.242496,,451.34,0.031364,0.086823,0.136703,0.850000,1742.13
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,33870,APP-00033870,CUST-00033870,2025-08-28,REVOLVING_LINE,NEAR_PRIME,647,119234.83,0.3673,0.2782,12,175,5,0,false,false,23059.92,0.237610,,689.50,0.069392,0.193399,0.084518,0.850000,1656.63
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,42908,APP-00042908,CUST-00042908,2025-04-11,REVOLVING_LINE,NEAR_PRIME,654,156543.09,0.4621,0.5185,4,75,2,0,false,false,11488.31,0.232330,,340.98,0.026138,0.073388,0.111209,0.850000,1085.96
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,43617,APP-00043617,CUST-00043617,2025-02-24,REVOLVING_LINE,NEAR_PRIME,669,93898.42,0.4578,0.1313,7,64,0,0,false,false,28703.87,0.252458,,876.02,0.111953,0.305691,0.098113,0.850000,2393.79
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,43813,APP-00043813,CUST-00043813,2025-08-21,REVOLVING_LINE,NEAR_PRIME,667,176386.71,0.3937,0.3952,3,127,0,2,false,false,17251.99,0.241813,,518.86,0.035299,0.097808,0.122306,0.850000,1793.52
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,47907,APP-00047907,CUST-00047907,2025-07-14,REVOLVING_LINE,NEAR_PRIME,669,52379.20,0.3323,0.5653,8,46,1,0,false,false,19960.53,0.247604,,605.14,0.138637,0.381077,0.105012,0.850000,1781.68
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,2704,APP-00002704,CUST-00002704,2025-11-02,REVOLVING_LINE,PRIME,717,104791.67,0.2907,0.4254,5,192,0,0,false,false,16203.57,0.216060,,469.94,0.053814,0.154627,0.034261,0.850000,471.88
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,3764,APP-00003764,CUST-00003764,2025-03-14,REVOLVING_LINE,PRIME,740,194703.92,0.3298,0.1949,15,63,3,0,false,false,5884.91,0.215511,,170.54,0.010511,0.030225,0.027992,0.850000,140.02
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,5065,APP-00005065,CUST-00005065,2025-10-19,REVOLVING_LINE,PRIME,730,92754.71,0.3518,0.2031,10,53,0,0,false,false,23044.13,0.224115,,676.07,0.087466,0.248442,0.033988,0.850000,665.74
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_CREDIT_BOX_SENSITIVITY_SET,CREDIT_STRESS_SCORE_MIX,BASE_POPULATION_V1,5554,APP-00005554,CUST-00005554,2025-06-18,REVOLVING_LINE,PRIME,702,85560.94,0.2528,0.1559,21,249,3,0,false,false,11947.68,0.208588,,342.79,0.048077,0.139639,0.030506,0.850000,309.80
