"sample_reason","module2_run_id","strategy_set_name","strategy_name","strategy_version","strategy_run_id","strategy_run_ts","module1_scenario_set_name","module1_scenario_name","population_id","application_id","applicant_id","application_date","product_type","score_band","credit_score","annual_income","debt_to_income_ratio","requested_amount","requested_monthly_payment_proxy","requested_payment_to_income_ratio","estimated_pd","estimated_lgd","requested_expected_loss_amount","decision_outcome","decision_path","decision_resolution_source","approval_flag","counteroffer_flag","manual_review_flag","decline_flag","simulated_offer_exposure_flag","approved_amount","counteroffer_amount","exposure_reduction_amount","exposure_reduction_pct","approved_monthly_payment_proxy","approved_payment_to_income_ratio","approved_expected_loss_amount","approved_el_reduction_amount","approved_el_reduction_pct","counteroffer_strategy_variant","ordinary_counteroffer_candidate_flag","aggressive_counteroffer_requested_structure_override_flag","primary_reason_code","secondary_reason_code","tertiary_reason_code","primary_reason_family","reason_code_count"
M2_ORDINARY_COUNTEROFFER_CANDIDATE_PATH_RANDOM,M2-06,MODULE2_BASELINE_STRATEGY_SET,PRODUCT_SPECIFIC_GUARDRAIL_STRATEGY,V1_0,M2-06_PRODUCT_SPECIFIC_GUARDRAIL_STRATEGY_V1_0_RUN,2026-05-20 00:34:54.938 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00014488,CUST-00014488,2025-07-11,UNSECURED_PERSONAL_LOAN,SUPER_PRIME,829,66297.45,0.1872,40227.51,1346.00,0.243629,0.018061,0.700000,508.58,MANUAL_REVIEW,COUNTEROFFER_NOT_FEASIBLE_REVIEW,COUNTEROFFER_FEASIBILITY_FAILED_TO_REVIEW,false,false,true,false,false,,,,,,,,,,NOT_COUNTEROFFER_SPLIT_STRATEGY,true,false,MANUAL_REVIEW_FAILED_COUNTEROFFER,MANUAL_REVIEW_AFFORDABILITY_REVIEW,MANUAL_REVIEW_MIXED_SIGNAL_PROFILE,MANUAL_REVIEW,4
M2_ORDINARY_COUNTEROFFER_CANDIDATE_PATH_RANDOM,M2-06,MODULE2_BASELINE_STRATEGY_SET,PRODUCT_SPECIFIC_GUARDRAIL_STRATEGY,V1_0,M2-06_PRODUCT_SPECIFIC_GUARDRAIL_STRATEGY_V1_0_RUN,2026-05-20 00:34:54.938 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00015587,CUST-00015587,2025-08-23,UNSECURED_PERSONAL_LOAN,SUPER_PRIME,814,67483.83,0.1936,39253.29,1310.32,0.233002,0.015897,0.700000,436.81,MANUAL_REVIEW,COUNTEROFFER_NOT_FEASIBLE_REVIEW,COUNTEROFFER_FEASIBILITY_FAILED_TO_REVIEW,false,false,true,false,false,,,,,,,,,,NOT_COUNTEROFFER_SPLIT_STRATEGY,true,false,MANUAL_REVIEW_FAILED_COUNTEROFFER,MANUAL_REVIEW_AFFORDABILITY_REVIEW,MANUAL_REVIEW_MIXED_SIGNAL_PROFILE,MANUAL_REVIEW,4
M2_ORDINARY_COUNTEROFFER_CANDIDATE_PATH_RANDOM,M2-06,MODULE2_BASELINE_STRATEGY_SET,PRODUCT_SPECIFIC_GUARDRAIL_STRATEGY,V1_0,M2-06_PRODUCT_SPECIFIC_GUARDRAIL_STRATEGY_V1_0_RUN,2026-05-20 00:34:54.938 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00034661,CUST-00034661,2025-01-28,UNSECURED_PERSONAL_LOAN,SUPER_PRIME,807,82604.56,0.2957,40725.05,1923.53,0.279432,0.018827,0.700000,536.71,MANUAL_REVIEW,COUNTEROFFER_NOT_FEASIBLE_REVIEW,COUNTEROFFER_FEASIBILITY_FAILED_TO_REVIEW,false,false,true,false,false,,,,,,,,,,NOT_COUNTEROFFER_SPLIT_STRATEGY,true,false,MANUAL_REVIEW_FAILED_COUNTEROFFER,MANUAL_REVIEW_AFFORDABILITY_REVIEW,MANUAL_REVIEW_MIXED_SIGNAL_PROFILE,MANUAL_REVIEW,4
M2_ORDINARY_COUNTEROFFER_CANDIDATE_PATH_RANDOM,M2-06,MODULE2_BASELINE_STRATEGY_SET,PRODUCT_SPECIFIC_GUARDRAIL_STRATEGY,V1_0,M2-06_PRODUCT_SPECIFIC_GUARDRAIL_STRATEGY_V1_0_RUN,2026-05-20 00:34:54.938 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00048119,CUST-00048119,2025-07-19,UNSECURED_PERSONAL_LOAN,SUPER_PRIME,778,76650.56,0.5022,31906.98,1495.89,0.234189,0.020861,0.700000,465.93,MANUAL_REVIEW,COUNTEROFFER_NOT_FEASIBLE_REVIEW,COUNTEROFFER_FEASIBILITY_FAILED_TO_REVIEW,false,false,true,false,false,,,,,,,,,,NOT_COUNTEROFFER_SPLIT_STRATEGY,true,false,MANUAL_REVIEW_FAILED_COUNTEROFFER,MANUAL_REVIEW_AFFORDABILITY_REVIEW,MANUAL_REVIEW_DTI_REVIEW,MANUAL_REVIEW,5
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00022930,CUST-00022930,2025-05-02,AUTO_LOAN,NEAR_PRIME,697,96455.66,0.3327,8910.43,154.65,0.019240,0.062674,0.450000,251.30,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,8910.43,,0,0,154.65,0.019240,251.30,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00033092,CUST-00033092,2025-11-07,AUTO_LOAN,NEAR_PRIME,648,128043.82,0.3152,46512.41,768.72,0.072043,0.072819,0.450000,1524.14,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,46512.41,,0,0,768.72,0.072043,1524.14,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00008687,CUST-00008687,2025-11-30,AUTO_LOAN,PRIME,716,149005.71,0.3753,52073.00,1637.94,0.131910,0.034543,0.450000,809.44,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,52073.00,,0,0,1637.94,0.131910,809.44,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00032507,CUST-00032507,2025-12-25,AUTO_LOAN,PRIME,743,87766.85,0.2532,33510.57,690.96,0.094472,0.027893,0.450000,420.62,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,33510.57,,0,0,690.96,0.094472,420.62,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00040778,CUST-00040778,2025-10-30,AUTO_LOAN,SUPER_PRIME,822,218485.67,0.2377,6061.56,184.95,0.010158,0.010259,0.450000,27.98,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,6061.56,,0,0,184.95,0.010158,27.98,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00041142,CUST-00041142,2025-06-01,AUTO_LOAN,SUPER_PRIME,846,115456.79,0.3346,41085.62,991.99,0.103102,0.012628,0.450000,233.47,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,41085.62,,0,0,991.99,0.103102,233.47,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00017259,CUST-00017259,2025-04-05,HELOC,NEAR_PRIME,642,163694.89,0.3795,18312.01,155.03,0.011365,0.067542,0.250000,309.21,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,18312.01,,0,0,155.03,0.011365,309.21,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00032871,CUST-00032871,2025-01-26,HELOC,NEAR_PRIME,650,176615.25,0.3133,26150.46,230.97,0.015693,0.059716,0.250000,390.40,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,26150.46,,0,0,230.97,0.015693,390.40,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00013615,CUST-00013615,2025-04-22,HELOC,PRIME,740,106980.38,0.2781,70208.05,576.06,0.064617,0.032394,0.250000,568.58,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,70208.05,,0,0,576.06,0.064617,568.58,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00038165,CUST-00038165,2025-07-31,HELOC,PRIME,756,194102.04,0.2574,123030.02,1093.33,0.067593,0.036516,0.250000,1123.14,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,123030.02,,0,0,1093.33,0.067593,1123.14,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00000014,CUST-00000014,2025-06-12,HELOC,SUPER_PRIME,815,130849.99,0.3510,159608.75,1167.56,0.107075,0.015117,0.250000,603.20,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,159608.75,,0,0,1167.56,0.107075,603.20,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00036988,CUST-00036988,2025-03-12,HELOC,SUPER_PRIME,776,173997.25,0.3853,126790.17,838.66,0.057840,0.015061,0.250000,477.40,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,126790.17,,0,0,838.66,0.057840,477.40,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00004528,CUST-00004528,2025-09-26,MORTGAGE,NEAR_PRIME,681,162294.19,0.3622,80779.47,868.06,0.064184,0.070422,0.200000,1137.73,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,80779.47,,0,0,868.06,0.064184,1137.73,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00005565,CUST-00005565,2025-10-04,MORTGAGE,NEAR_PRIME,647,168358.70,0.2901,81003.35,796.27,0.056755,0.075842,0.200000,1228.69,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,81003.35,,0,0,796.27,0.056755,1228.69,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00048215,CUST-00048215,2025-08-22,MORTGAGE,PRIME,738,149196.98,0.3709,259402.74,2447.30,0.196838,0.055784,0.200000,2894.10,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,259402.74,,0,0,2447.30,0.196838,2894.10,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00048353,CUST-00048353,2025-12-14,MORTGAGE,PRIME,701,117225.27,0.3741,360987.23,3208.72,0.328467,0.044093,0.200000,3183.40,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,360987.23,,0,0,3208.72,0.328467,3183.40,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00001297,CUST-00001297,2025-08-19,MORTGAGE,SUPER_PRIME,844,157005.81,0.2302,370673.05,2791.07,0.213322,0.016751,0.200000,1241.83,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,370673.05,,0,0,2791.07,0.213322,1241.83,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00002241,CUST-00002241,2025-04-23,MORTGAGE,SUPER_PRIME,824,173486.12,0.3912,226493.87,1924.87,0.133143,0.012965,0.200000,587.30,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,226493.87,,0,0,1924.87,0.133143,587.30,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00002270,CUST-00002270,2025-02-13,REVOLVING_LINE,NEAR_PRIME,695,124782.06,0.2816,11469.51,350.79,0.033735,0.070108,0.850000,683.49,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,11469.51,,0,0,350.79,0.033735,683.49,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00028690,CUST-00028690,2025-05-10,REVOLVING_LINE,NEAR_PRIME,652,131558.36,0.3148,1405.11,41.35,0.003772,0.067997,0.850000,81.21,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,1405.11,,0,0,41.35,0.003772,81.21,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00019242,CUST-00019242,2025-07-06,REVOLVING_LINE,PRIME,756,201445.96,0.2911,13483.77,395.75,0.023575,0.029376,0.850000,336.68,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,13483.77,,0,0,395.75,0.023575,336.68,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00044636,CUST-00044636,2025-11-09,REVOLVING_LINE,PRIME,749,68511.01,0.3646,14168.55,416.97,0.073034,0.037834,0.850000,455.64,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,14168.55,,0,0,416.97,0.073034,455.64,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00011630,CUST-00011630,2025-10-18,REVOLVING_LINE,SUPER_PRIME,794,204844.26,0.2038,17866.04,507.23,0.029714,0.010808,0.850000,164.13,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,17866.04,,0,0,507.23,0.029714,164.13,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00012142,CUST-00012142,2025-08-25,REVOLVING_LINE,SUPER_PRIME,824,122596.75,0.3333,11594.87,330.30,0.032330,0.011458,0.850000,112.93,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,11594.87,,0,0,330.30,0.032330,112.93,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00007569,CUST-00007569,2025-12-07,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,659,177842.81,0.2246,5717.02,274.86,0.018546,0.075457,0.700000,301.97,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,5717.02,,0,0,274.86,0.018546,301.97,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00029387,CUST-00029387,2025-06-11,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,649,116426.42,0.3357,5496.57,263.02,0.027109,0.073459,0.700000,282.64,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,5496.57,,0,0,263.02,0.027109,282.64,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-07,MODULE2_BASELINE_STRATEGY_SET,MANUAL_REVIEW_REDUCTION_STRATEGY,V1_0,M2-07_MANUAL_REVIEW_REDUCTION_STRATEGY_V1_0_RUN,2026-05-20 00:44:40.457 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00009450,CUST-00009450,2025-03-10,UNSECURED_PERSONAL_LOAN,PRIME,755,147759.28,0.3319,23545.79,542.22,0.044035,0.029637,0.700000,488.48,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,23545.79,,0,0,542.22,0.044035,488.48,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
